Zone/Quadrant,Neighbourhood,Airport access,Healthcare access,Closest major area,University access,Downtown access,Car dependency level,Newcomers support access,Crime rate category,Primary demographic,Affordability,Walkability,Transit access,Safety perception,Nightlife/social,Family friendly,Parks/green space,Diversity level,Religious/cultural access,Church access,Mosque access,Temple/Gurdwara access,Cultural grocery access,Elementary schools count,Middle/Jr high schools count,High schools count,Community vibe,Best for,Avg 1BR Rent,Average Mortgage Payment,Avg Home Price,Affordability Score,Winter Walkability,Transit Type,Noise Level,Parking Availability,Grocery Store Access,Coffee Shop Density,Fitness & Wellness,Student Friendly,Community Center,Suburban or City-Like,Key Tradeoffs,MVP Score,Recommendation Tier,Affordability Band,Main Risk Category,Primary Matching Drivers,Data Confidence,Urban Form,Needs Validation,Density,Lifestyle identity
SE,Alyth/Bonnybrook,Low,Medium,Deerfoot Meadows / South Calgary,Low,Low,High,Low,Higher reported crime risk,Workers/Commercial,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,Low,Primarily car-based,Low,High,Medium-Low,Low,Medium,Low,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Auburn Bay,Low,High,Seton / South Health Campus,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,1,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Suburban, family-focused / Suburban"
SE,Belvedere,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Chaparral,Low,Medium,Seton / South Health Campus,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,1,0,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Copperfield,Low,Medium,Deerfoot Meadows / South Calgary,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,0,0,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Cranston,Low,High,Seton / South Health Campus,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,0,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Deer Ridge,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Deer Run,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Diamond Cove,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Douglasdale/Glen,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Dover,Low,Medium,Inglewood / International Avenue,Low,Medium,Medium,High,Higher reported crime risk,Newcomers/families,High,Medium,Medium,Low,High,Medium,Medium,Very High,Very High,Very High,Very High,Very High,High,2,1,0,"Diverse, family-oriented",Newcomers/families,"$1,510","$2,400","$500,000",5,Medium,Bus-focused,High,High,High,High,Medium,Medium,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
SE,Eastfield,Low,Medium,Deerfoot Meadows / South Calgary,Low,Low,High,Low,Higher reported crime risk,Workers/Commercial,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,Low,Primarily car-based,Low,High,Medium-Low,Low,Medium,Low,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Erin Woods,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Fairview,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Foothills,Low,Medium,Deerfoot Meadows / South Calgary,Low,Low,High,Low,Higher reported crime risk,Workers/Commercial,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,Low,Primarily car-based,Low,High,Medium-Low,Low,Medium,Low,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Forest Lawn,Low,High,Inglewood / International Avenue,Low,Medium,Medium,High,Higher reported crime risk,Newcomers/families,High,Medium,Medium,Low,High,Medium,Medium,Very High,Very High,Very High,Very High,Very High,High,2,0,0,"Diverse, family-oriented",Newcomers/families,"$1,510","$2,400","$500,000",5,Medium,Bus-focused,High,High,High,High,Medium,Medium,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
SE,Glenbrook,Low,High,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Great Plains,Low,Medium,Deerfoot Meadows / South Calgary,Low,Low,High,Low,Higher reported crime risk,Workers/Commercial,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,Low,Primarily car-based,Low,High,Medium-Low,Low,Medium,Low,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Haysboro,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Hotchkiss,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,1,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Inglewood,Low,Medium,Inglewood / International Avenue,Low,Medium,Low,High,Lower reported crime risk,Young professionals,High,High,Medium,High,Medium,High,Medium,Medium,High,High,High,High,High,2,1,1,"Urban, walkable, social",Young professionals,"$1,630","$2,710","$565,000",5,Medium-High,Bus-focused,Medium,Medium,High,High,High,Medium,Yes,Balanced,Balanced but verify fit,93,Tier 1 - Strong fit,Lower-cost / value-oriented,Limited major risk in starter model,"walkability, cultural access, family fit",Starter estimate - verify with official sources,Inner-city / walkable,Yes,Medium-High,"Urban, walkable, social / Balanced"
SE,Legacy,Low,Medium,Seton / South Health Campus,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,0,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Suburban, family-focused / Suburban"
SE,Mahogany,Low,High,Seton / South Health Campus,Medium,Medium,Low,Medium,Higher reported crime risk,Affluent families/professionals,Low,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,0,0,"Upscale, quiet, residential",Families/professionals,"$1,990","$3,450","$720,000",1,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Upscale, quiet, residential / Suburban"
SE,Manchester Industrial,Low,Medium,Deerfoot Meadows / South Calgary,Low,Low,High,Low,Higher reported crime risk,Workers/Commercial,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,Low,Primarily car-based,Low,High,Medium-Low,Low,Medium,Low,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Maple Ridge,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Mayfair,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,McKenzie Lake,Low,Medium,Deerfoot Meadows / South Calgary,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,2,0,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,McKenzie Towne,Low,Medium,Deerfoot Meadows / South Calgary,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,1,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Meadowlark Park,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,New Brighton,Low,Medium,Deerfoot Meadows / South Calgary,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,3,2,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Ogden,Low,Medium,Inglewood / International Avenue,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Parkland,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,1,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Penbrooke Meadows,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,High,Higher reported crime risk,Newcomers/families,High,Medium,Medium,Low,High,Medium,Medium,Very High,Very High,Very High,Very High,Very High,High,3,1,1,"Diverse, family-oriented",Newcomers/families,"$1,510","$2,400","$500,000",5,Medium,Bus-focused,High,High,High,High,Medium,Medium,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
SE,Prestwick,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Quarry Park,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Ramsay,Low,Medium,Inglewood / International Avenue,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Rangeview,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,1,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Rideau Park,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Riverbend,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Roxboro,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Seton,Low,High,Seton / South Health Campus,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,0,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Suburban, family-focused / Suburban"
SE,Shepard Industrial,Low,Medium,Deerfoot Meadows / South Calgary,Low,Low,High,Low,Higher reported crime risk,Workers/Commercial,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,Low,Primarily car-based,Low,High,Medium-Low,Low,Medium,Low,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Southview,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,0,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Starfield,Low,Medium,Deerfoot Meadows / South Calgary,Low,Low,High,Low,Higher reported crime risk,Workers/Commercial,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Medium,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,Low,Primarily car-based,Low,High,Medium-Low,Low,Medium,Low,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Sundance,Low,Medium,Deerfoot Meadows / South Calgary,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,2,2,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Walden,Low,Medium,Seton / South Health Campus,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,1,1,0,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Suburban, family-focused / Suburban"
SE,Willow Park,Low,Medium,Deerfoot Meadows / South Calgary,Low,Medium,Medium,Medium,Moderate reported crime risk,Mixed households,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Medium,Low,Low,Medium,2,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,Medium,Bus-focused,Low,High,Medium,Medium,Medium,Medium,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Woodbine,Low,Medium,Deerfoot Meadows / South Calgary,Medium,Medium,Low,Medium,Higher reported crime risk,Families,Medium,Medium,High,Low,High,Medium,High,Medium,Medium,Medium,Low,Low,Medium,3,1,0,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,Medium,CTrain & Bus,High,High,Medium,High,High,High,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
