Zone/Quadrant,Neighbourhood,Airport access,Healthcare access,Closest major area,University access,Downtown access,Car dependency level,Newcomers support access,Crime rate category,Primary demographic,Affordability,Walkability,Transit access,Safety perception,Nightlife/social,Family friendly,Parks/green space,Diversity level,Religious/cultural access,Church access,Mosque access,Temple/Gurdwara access,Cultural grocery access,Elementary schools count,Middle/Jr high schools count,High schools count,Community vibe,Best for,Avg 1BR Rent,Average Mortgage Payment,Avg Home Price,Affordability Score,Winter Walkability,Transit Type,Noise Level,Parking Availability,Grocery Store Access,Coffee Shop Density,Fitness & Wellness,Student Friendly,Community Center,Suburban or City-Like,Key Tradeoffs,MVP Score,Recommendation Tier,Affordability Band,Main Risk Category,Primary Matching Drivers,Data Confidence,Urban Form,Needs Validation,Density,Lifestyle identity
NE,Vista Heights,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,1,2,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Whitehorn,0.8,0.8,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,1,2,0,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,CTrain & Bus,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
NE,Winston Heights/Mountview,0.8,0.5,Sunridge / Marlborough / Airport,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,3,2,1,"Diverse, family-oriented",Newcomers/families,"$1,360","$1,870","$390,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
SE,Acadia,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Alyth/Bonnybrook,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.2,0.8,0.2,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,0.2,Primarily car-based,0.2,0.8,Medium-Low,0.2,0.5,0.2,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Auburn Bay,0.2,0.8,Seton / South Health Campus,0.5,0.5,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,1,1,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Suburban, family-focused / Suburban"
SE,Belvedere,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,1,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Chaparral,0.2,0.5,Seton / South Health Campus,0.5,0.5,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,1,1,0,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Copperfield,0.2,0.5,Deerfoot Meadows / South Calgary,0.5,0.5,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,1,0,0,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Cranston,0.2,0.8,Seton / South Health Campus,0.5,0.5,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,1,0,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Deer Ridge,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Deer Run,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Diamond Cove,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,1,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Douglasdale/Glen,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Dover,0.2,0.5,Inglewood / International Avenue,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,2,1,0,"Diverse, family-oriented",Newcomers/families,"$1,510","$2,400","$500,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
SE,Eastfield,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.2,0.8,0.2,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,0.2,Primarily car-based,0.2,0.8,Medium-Low,0.2,0.5,0.2,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Erin Woods,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Fairview,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Foothills,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.2,0.8,0.2,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,0.2,Primarily car-based,0.2,0.8,Medium-Low,0.2,0.5,0.2,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Forest Lawn,0.2,0.8,Inglewood / International Avenue,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,2,0,0,"Diverse, family-oriented",Newcomers/families,"$1,510","$2,400","$500,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
SE,Glenbrook,0.2,0.8,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,1,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Great Plains,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.2,0.8,0.2,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,0.2,Primarily car-based,0.2,0.8,Medium-Low,0.2,0.5,0.2,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Haysboro,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Hotchkiss,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,1,1,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Inglewood,0.2,0.5,Inglewood / International Avenue,0.2,0.5,0.2,0.8,0.2,Young professionals,0.8,0.8,0.5,0.8,0.5,0.8,0.5,0.5,0.8,0.8,0.8,0.8,0.8,2,1,1,"Urban, walkable, social",Young professionals,"$1,630","$2,710","$565,000",5,0.65,Bus-focused,0.5,0.5,0.8,0.8,0.8,0.5,Yes,Balanced,Balanced but verify fit,93,Tier 1 - Strong fit,Lower-cost / value-oriented,Limited major risk in starter model,"walkability, cultural access, family fit",Starter estimate - verify with official sources,Inner-city / walkable,Yes,Medium-High,"Urban, walkable, social / Balanced"
SE,Legacy,0.2,0.5,Seton / South Health Campus,0.5,0.5,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,2,0,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Suburban, family-focused / Suburban"
SE,Mahogany,0.2,0.8,Seton / South Health Campus,0.5,0.5,0.2,0.5,0.8,Affluent families/professionals,0.2,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,2,0,0,"Upscale, quiet, residential",Families/professionals,"$1,990","$3,450","$720,000",1,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Less affordable; higher noise,78,Tier 2 - Good fit,Premium / higher-cost,Affordability pressure,"transit, green space, student access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Upscale, quiet, residential / Suburban"
SE,Manchester Industrial,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.2,0.8,0.2,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,0.2,Primarily car-based,0.2,0.8,Medium-Low,0.2,0.5,0.2,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Maple Ridge,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Mayfair,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,McKenzie Lake,0.2,0.5,Deerfoot Meadows / South Calgary,0.5,0.5,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,1,2,0,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,McKenzie Towne,0.2,0.5,Deerfoot Meadows / South Calgary,0.5,0.5,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,1,1,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Meadowlark Park,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,New Brighton,0.2,0.5,Deerfoot Meadows / South Calgary,0.5,0.5,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,3,2,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Suburban, family-focused / Suburban"
SE,Ogden,0.2,0.5,Inglewood / International Avenue,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Parkland,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,1,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Penbrooke Meadows,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.8,0.8,Newcomers/families,0.8,0.5,0.5,0.2,0.8,0.5,0.5,1,1,1,1,1,0.8,3,1,1,"Diverse, family-oriented",Newcomers/families,"$1,510","$2,400","$500,000",5,0.5,Bus-focused,0.8,0.8,0.8,0.8,0.5,0.5,Yes,Suburban,Higher noise,82,Tier 2 - Good fit,Lower-cost / value-oriented,Crime perception,cultural access,Starter estimate - verify with official sources,Established suburban,Yes,Medium,"Diverse, family-oriented / Suburban"
SE,Prestwick,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,1,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Quarry Park,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Ramsay,0.2,0.5,Inglewood / International Avenue,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Rangeview,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,1,0,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Rideau Park,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Riverbend,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,1,0,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Roxboro,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,2,1,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
SE,Seton,0.2,0.8,Seton / South Health Campus,0.5,0.5,0.2,0.5,0.8,Families,0.5,0.5,0.8,0.2,0.8,0.5,0.8,0.5,0.5,0.5,0.2,0.2,0.5,2,0,1,"Suburban, family-focused",Families,"$1,750","$2,920","$610,000",3,0.5,CTrain & Bus,0.8,0.8,0.5,0.8,0.8,0.8,Yes,Suburban,Higher noise,81,Tier 2 - Good fit,Mid-market,Crime perception,"transit, green space, student access",Starter estimate - verify with official sources,New suburban / master-planned,Yes,Low-Medium,"Suburban, family-focused / Suburban"
SE,Shepard Industrial,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.2,0.8,0.2,0.8,Workers/Commercial,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0,0,0,Commercial/industrial area,Workers/commuters,"$1,870","$3,260","$680,000",1,0.2,Primarily car-based,0.2,0.8,Medium-Low,0.2,0.5,0.2,Yes,Suburban,Less affordable; car dependent; limited transit,56,Tier 4 - Validate carefully,Premium / higher-cost,Affordability pressure,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Commercial/industrial area / Suburban
SE,Southview,0.2,0.5,Deerfoot Meadows / South Calgary,0.2,0.5,0.5,0.5,0.5,Mixed households,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,0.5,0,0,1,Established mixed community,Mixed residents,"$1,750","$2,920","$610,000",3,0.5,Bus-focused,0.2,0.8,0.5,0.5,0.5,0.5,Yes,Suburban,Balanced but verify fit,78,Tier 2 - Good fit,Mid-market,Limited major risk in starter model,balanced lifestyle fit,Starter estimate - verify with official sources,Established suburban,Yes,Medium,Established mixed community / Suburban
